85.000000,61.820000
79.000000,62.520000
65.000000,42.720000
45.000000,21.620000
77.000000,57.520000
80.000000,61.820000
78.000000,60.460000
49.000000,23.540000
91.000000,75.580000
97.000000,82.500000
90.000000,73.940000
87.000000,70.640000
72.000000,57.180000
82.000000,63.410000
82.000000,61.850000
80.000000,55.470000
68.000000,45.890000
78.000000,57.250000
72.000000,50.790000
69.000000,41.740000
74.000000,57.100000
79.000000,64.630000
54.000000,30.370000
67.000000,42.940000
78.000000,57.930000
75.000000,53.710000
50.000000,25.680000
54.000000,30.090000
68.000000,47.470000
76.000000,60.330000
52.000000,30.670000
78.000000,60.890000
66.000000,43.030000
68.000000,41.680000
69.000000,48.770000
57.000000,30.890000
89.000000,71.510000
81.000000,62.360000
59.000000,37.500000
53.000000,32.600000
71.000000,52.170000
59.000000,38.180000
78.000000,58.130000
66.000000,44.980000
74.000000,55.520000
69.000000,51.380000
64.000000,44.850000
92.000000,75.600000
54.000000,33.710000
68.000000,49.600000
50.000000,22.890000
84.000000,65.120000
72.000000,51.550000
64.000000,40.940000
75.000000,55.340000
54.000000,31.940000
73.000000,51.820000
80.000000,64.450000
75.000000,58.850000
87.000000,70.290000
68.000000,47.730000
92.000000,75.040000
60.000000,35.060000
76.000000,52.840000
76.000000,53.480000
54.000000,28.370000
72.000000,53.590000
73.000000,54.080000
77.000000,59.480000
64.000000,40.140000
64.000000,44.070000
76.000000,59.430000
56.000000,34.470000
78.000000,60.330000
68.000000,47.350000
79.000000,64.820000
52.000000,29.390000
74.000000,58.610000
76.000000,59.410000
55.000000,27.680000
85.000000,67.880000
92.000000,78.200000
52.000000,28.820000
85.000000,62.990000
77.000000,56.330000
77.000000,54.100000
39.000000,13.170000
50.000000,27.290000
82.000000,64.390000
71.000000,49.600000
72.000000,48.960000
72.000000,50.010000
67.000000,48.650000
73.000000,54.400000
41.000000,18.820000
72.000000,52.470000
61.000000,39.420000
70.000000,49.460000
61.000000,37.300000
66.000000,46.740000
58.000000,32.390000
96.000000,80.950000
61.000000,38.100000
74.000000,50.650000
91.000000,79.310000
44.000000,19.070000
62.000000,39.040000
81.000000,65.860000
95.000000,78.200000
78.000000,59.620000
84.000000,65.400000
86.000000,67.970000
83.000000,65.660000
53.000000,28.480000
66.000000,45.420000
58.000000,31.560000
52.000000,27.870000
85.000000,64.960000
56.000000,33.220000
70.000000,49.320000
70.000000,52.050000
84.000000,68.280000
61.000000,37.660000
83.000000,62.580000
48.000000,25.010000
71.000000,53.330000
64.000000,40.280000
90.000000,77.390000
70.000000,52.670000
81.000000,62.120000
94.000000,80.940000
68.000000,43.730000
63.000000,44.150000
71.000000,53.770000
70.000000,49.120000
63.000000,41.580000
92.000000,77.410000
62.000000,41.440000
81.000000,59.470000
93.000000,77.180000
77.000000,60.860000
79.000000,59.700000
78.000000,62.200000
59.000000,35.330000
66.000000,45.050000
95.000000,80.750000
85.000000,68.280000
65.000000,43.280000
86.000000,68.350000
95.000000,80.980000
69.000000,42.500000
65.000000,45.380000
67.000000,45.260000
69.000000,49.880000
86.000000,64.850000
42.000000,18.650000
73.000000,55.010000
43.000000,15.880000
71.000000,49.340000
74.000000,54.280000
62.000000,37.930000
45.000000,22.340000
47.000000,22.120000
54.000000,29.750000
61.000000,37.420000
66.000000,48.260000
93.000000,79.760000
49.000000,27.810000
90.000000,74.800000
63.000000,50.170000
59.000000,29.690000
44.000000,19.570000
77.000000,53.820000
68.000000,49.370000
70.000000,50.310000
46.000000,19.810000
80.000000,65.420000
79.000000,57.060000
77.000000,60.750000
99.000000,89.290000
78.000000,58.310000
84.000000,63.630000
99.000000,85.130000
48.000000,22.290000
87.000000,70.430000
54.000000,33.580000
61.000000,38.210000
74.000000,53.440000
82.000000,62.850000
76.000000,59.690000
58.000000,33.440000
73.000000,54.670000
60.000000,36.250000
48.000000,26.410000
81.000000,61.520000
84.000000,66.610000
79.000000,61.710000
65.000000,42.710000
72.000000,53.570000
81.000000,64.360000
65.000000,41.090000
73.000000,53.210000
78.000000,62.580000
86.000000,69.900000
89.000000,74.090000
48.000000,24.680000
79.000000,67.420000
67.000000,44.850000
60.000000,40.250000
85.000000,69.710000
85.000000,70.300000
89.000000,73.160000
65.000000,44.310000
78.000000,59.120000
64.000000,41.210000
91.000000,81.810000
59.000000,38.470000
77.000000,59.870000
84.000000,65.410000
84.000000,66.260000
80.000000,61.590000
79.000000,57.440000
74.000000,53.620000
75.000000,55.910000
74.000000,53.950000
84.000000,63.350000
80.000000,59.910000
61.000000,38.160000
84.000000,68.540000
62.000000,40.190000
96.000000,82.830000
55.000000,34.190000
58.000000,36.790000
77.000000,57.470000
76.000000,59.940000
76.000000,53.170000
68.000000,50.740000
77.000000,56.430000
78.000000,61.220000
84.000000,63.130000
82.000000,64.020000
66.000000,47.520000
74.000000,54.360000
67.000000,50.620000
81.000000,58.110000
70.000000,49.950000
80.000000,62.790000
66.000000,47.680000
87.000000,68.000000
52.000000,28.050000
64.000000,40.570000
76.000000,56.590000
66.000000,40.650000
70.000000,48.820000
88.000000,74.690000
79.000000,59.490000
77.000000,58.720000
54.000000,27.410000
72.000000,51.260000
86.000000,69.190000
80.000000,63.460000
66.000000,44.480000
71.000000,54.590000
73.000000,52.130000
53.000000,25.710000
90.000000,75.110000
51.000000,21.930000
51.000000,32.180000
65.000000,43.780000
81.000000,64.230000
71.000000,55.040000
86.000000,69.590000
73.000000,52.420000
82.000000,66.060000
76.000000,53.830000
48.000000,23.780000
83.000000,60.780000
40.000000,11.880000
85.000000,67.930000
77.000000,58.390000
66.000000,47.360000
74.000000,50.640000
68.000000,46.900000
53.000000,31.620000
98.000000,84.120000
99.000000,87.080000
72.000000,53.780000
66.000000,51.750000
86.000000,71.460000
65.000000,42.100000
60.000000,40.950000
84.000000,67.580000
66.000000,45.070000
58.000000,35.130000
82.000000,66.150000
76.000000,60.310000
69.000000,47.780000
82.000000,66.570000
87.000000,68.480000
90.000000,75.940000
85.000000,65.990000
74.000000,55.280000
80.000000,61.220000
82.000000,65.490000
59.000000,37.740000
61.000000,39.530000
71.000000,46.740000
58.000000,36.110000
48.000000,24.220000
61.000000,37.960000
